time,n1,n2,weight
1948,Hungary,Poland,5.0
1948,Denmark,Poland,40.0
1948,Sweden,Netherlands,70.0
1948,Yugoslavia,Poland,23.0
1948,Denmark,Spain,4.0
1948,Romania,Netherlands,1.0
1948,Russia,Poland,111.0
1948,Poland,Denmark,15.0
1948,France,Netherlands,86.0
1948,Bulgaria,Italy,4.0
1948,Norway,Denmark,37.0
1948,Greece,Sweden,7.0
1948,Italy,Sweden,23.0
1948,Spain,Portugal,2.0
1948,Norway,Portugal,2.0
1948,Greece,Italy,17.0
1948,Italy,Greece,11.0
1948,Norway,Hungary,1.0
1948,Denmark,Italy,23.0
1948,Bulgaria,Sweden,1.0
1948,Italy,Hungary,2.0
1948,Netherlands,Poland,12.0
1948,Denmark,Norway,31.0
1948,Bulgaria,France,2.0
1948,Yugoslavia,Hungary,14.0
1948,Sweden,Romania,5.0
1948,Poland,Netherlands,16.0
1948,France,Norway,28.0
1948,Greece,Romania,1.0
1948,Greece,Netherlands,4.0
1948,Poland,France,14.0
1948,Hungary,France,4.0
1948,Bulgaria,Russia,83.0
1948,Netherlands,Romania,4.0
1948,Hungary,Netherlands,9.0
1948,Italy,Spain,9.0
1948,Portugal,Sweden,11.0
1948,Greece,Norway,2.0
1948,France,Poland,33.0
1948,Russia,Netherlands,4.0
1948,Sweden,Norway,43.0
1948,Russia,Denmark,19.0
1948,Hungary,Bulgaria,2.0
1948,Norway,Spain,6.0
1948,Romania,Hungary,2.0
1948,Netherlands,Portugal,6.0
1948,Sweden,Greece,3.0
1948,Romania,Sweden,1.0
1948,Netherlands,Denmark,15.0
1948,Netherlands,Ireland,8.0
1948,Yugoslavia,France,6.0
1948,Hungary,Russia,25.0
1948,France,Ireland,1.0
1948,Sweden,Italy,47.0
1948,Spain,Denmark,4.0
1948,Denmark,Russia,16.0
1948,Norway,Netherlands,25.0
1948,Ireland,Norway,1.0
1948,Italy,Denmark,26.0
1948,Italy,Portugal,5.0
1948,Romania,Bulgaria,1.0
1948,Poland,Yugoslavia,29.0
1948,Sweden,Hungary,5.0
1948,Spain,Netherlands,12.0
1948,Hungary,Denmark,1.0
1948,Sweden,Russia,13.0
1948,Russia,Bulgaria,64.0
1948,Spain,Sweden,11.0
1948,Yugoslavia,Romania,5.0
1948,Denmark,Netherlands,17.0
1948,France,Denmark,28.0
1948,Norway,Yugoslavia,1.0
1948,Denmark,Hungary,1.0
1948,Hungary,Sweden,6.0
1948,Ireland,Portugal,2.0
1948,Ireland,Spain,4.0
1948,Norway,Sweden,99.0
1948,Romania,Italy,4.0
1948,Netherlands,Norway,27.0
1948,Russia,Yugoslavia,45.0
1948,Yugoslavia,Netherlands,23.0
1948,France,Greece,6.0
1948,Bulgaria,Poland,9.0
1948,Poland,Bulgaria,7.0
1948,Netherlands,Sweden,74.0
1948,Bulgaria,Romania,2.0
1948,Poland,Norway,15.0
1948,France,Yugoslavia,4.0
1948,Italy,Poland,18.0
1948,Ireland,Poland,1.0
1948,Bulgaria,Hungary,2.0
1948,Poland,Romania,6.0
1948,Bulgaria,Netherlands,1.0
1948,Sweden,Denmark,43.0
1948,Russia,Hungary,28.0
1948,Netherlands,Hungary,7.0
1948,Spain,Ireland,1.0
1948,Greece,Denmark,1.0
1948,France,Italy,59.0
1948,Ireland,Netherlands,9.0
1948,Italy,Norway,10.0
1948,Italy,France,16.0
1948,Russia,Italy,3.0
1948,Norway,Poland,23.0
1948,Norway,Russia,27.0
1948,Yugoslavia,Italy,34.0
1948,Portugal,France,14.0
1948,Portugal,Denmark,4.0
1948,Ireland,Greece,1.0
1948,Hungary,Romania,4.0
1948,Italy,Russia,4.0
1948,France,Sweden,50.0
1948,Norway,Greece,1.0
1948,Italy,Bulgaria,2.0
1948,Italy,Ireland,1.0
1948,Poland,Russia,130.0
1948,Poland,Sweden,50.0
1948,France,Portugal,9.0
1948,Netherlands,Russia,3.0
1948,Poland,Hungary,4.0
1948,Hungary,Norway,1.0
1948,Spain,Italy,7.0
1948,Sweden,France,71.0
1948,Yugoslavia,Russia,34.0
1948,France,Spain,18.0
1948,Netherlands,Italy,21.0
1948,France,Hungary,3.0
1948,Ireland,Italy,2.0
1948,France,Russia,11.0
1948,Netherlands,Yugoslavia,20.0
1948,Denmark,France,23.0
1949,Poland,France,35.0
1949,Spain,Sweden,10.0
1949,Spain,Norway,8.0
1949,Yugoslavia,Romania,1.0
1949,Spain,Denmark,8.0
1949,Norway,France,41.0
1949,Portugal,Denmark,3.0
1949,Greece,Yugoslavia,1.0
1949,Spain,France,29.0
1949,Norway,Sweden,109.0
1949,Yugoslavia,Sweden,7.0
1949,Denmark,France,38.0
1949,Greece,France,19.0
1949,Spain,Netherlands,14.0
1949,Hungary,Yugoslavia,5.0
1949,Ireland,Norway,1.0
1949,Denmark,Russia,3.0
1949,Yugoslavia,Italy,34.0
1949,Sweden,Greece,3.0
1949,Norway,Greece,1.0
1949,Italy,Norway,10.0
1949,Russia,Norway,21.0
1949,Italy,Bulgaria,3.0
1949,Netherlands,France,127.0
1949,Norway,Portugal,2.0
1949,Italy,Portugal,4.0
1949,Hungary,France,6.0
1949,Ireland,Greece,2.0
1949,Romania,Sweden,1.0
1949,Italy,Denmark,19.0
1949,Netherlands,Sweden,60.0
1949,Romania,Netherlands,1.0
1949,Yugoslavia,Denmark,1.0
1949,Portugal,Sweden,8.0
1949,Italy,France,46.0
1949,France,Spain,46.0
1949,Portugal,Spain,3.0
1949,Spain,Portugal,2.0
1949,Poland,Norway,14.0
1949,Netherlands,Norway,18.0
1949,Sweden,Hungary,6.0
1949,Hungary,Netherlands,6.0
1949,Sweden,Ireland,1.0
1949,France,Poland,41.0
1949,Denmark,Hungary,3.0
1949,Netherlands,Greece,2.0
1949,Yugoslavia,Russia,5.0
1949,Russia,Portugal,1.0
1949,Poland,Italy,13.0
1949,Greece,Sweden,12.0
1949,Portugal,Netherlands,9.0
1949,Denmark,Italy,20.0
1949,Sweden,Poland,55.0
1949,Portugal,Italy,3.0
1949,Italy,Greece,5.0
1949,Italy,Netherlands,25.0
1949,France,Yugoslavia,3.0
1949,France,Italy,60.0
1949,Sweden,Netherlands,57.0
1949,Ireland,Sweden,10.0
1949,Italy,Spain,10.0
1949,Italy,Romania,1.0
1949,Denmark,Norway,30.0
1949,Norway,Italy,18.0
1949,Poland,Yugoslavia,4.0
1949,Greece,Norway,2.0
1949,Netherlands,Russia,22.0
1949,Poland,Portugal,1.0
1949,Ireland,Italy,2.0
1949,Ireland,Netherlands,12.0
1949,Italy,Sweden,32.0
1949,Netherlands,Portugal,3.0
1949,Greece,Netherlands,8.0
1949,Russia,Yugoslavia,10.0
1949,Sweden,Yugoslavia,7.0
1949,Ireland,Poland,1.0
1949,Portugal,Poland,1.0
1949,Norway,Denmark,33.0
1949,Norway,Spain,8.0
1949,France,Netherlands,80.0
1949,Netherlands,Spain,14.0
1949,Denmark,Spain,9.0
1949,Bulgaria,Italy,3.0
1949,Hungary,Denmark,1.0
1949,France,Portugal,12.0
1949,Italy,Poland,34.0
1949,Norway,Russia,22.0
1949,France,Hungary,7.0
1949,Portugal,France,23.0
1949,Ireland,Portugal,2.0
1949,France,Sweden,50.0
1949,Denmark,Romania,3.0
1949,Romania,France,1.0
1949,Ireland,France,7.0
1949,Italy,Hungary,7.0
1949,Netherlands,Hungary,11.0
1949,Portugal,Norway,5.0
1949,Ireland,Denmark,2.0
1949,Norway,Romania,1.0
1949,Hungary,Sweden,6.0
1949,Sweden,Bulgaria,1.0
1949,Sweden,Italy,36.0
1949,Denmark,Sweden,54.0
1949,France,Russia,5.0
1949,Russia,Netherlands,7.0
1949,Netherlands,Denmark,14.0
1949,Ireland,Spain,3.0
1949,France,Greece,7.0
1949,Spain,Ireland,1.0
1949,Netherlands,Ireland,6.0
1949,Yugoslavia,Poland,7.0
1949,Norway,Poland,16.0
1949,Denmark,Portugal,5.0
1949,Sweden,Spain,15.0
1949,Hungary,Italy,6.0
1949,Italy,Yugoslavia,17.0
1949,Poland,Netherlands,19.0
1949,Russia,Italy,18.0
1949,Yugoslavia,Netherlands,26.0
1949,Sweden,Norway,45.0
1949,Sweden,Portugal,6.0
1949,Spain,Italy,8.0
1949,Sweden,Denmark,41.0
1949,Sweden,Romania,1.0
1949,Yugoslavia,Hungary,8.0
1949,Bulgaria,Sweden,1.0
1949,Greece,Italy,17.0
1949,Bulgaria,Netherlands,1.0
1949,Sweden,France,64.0
1949,Norway,Hungary,1.0
1949,Hungary,Norway,1.0
1949,Russia,France,1.0
1949,Italy,Russia,17.0
1949,Russia,Denmark,9.0
1949,Netherlands,Poland,27.0
1949,Netherlands,Italy,26.0
1949,Poland,Sweden,33.0
1949,Denmark,Yugoslavia,3.0
1949,Poland,Denmark,16.0
1949,Denmark,Poland,34.0
1949,Norway,Netherlands,27.0
1949,France,Denmark,24.0
1949,Netherlands,Yugoslavia,14.0
1949,Romania,Italy,2.0
1949,Russia,Sweden,21.0
1949,Greece,Denmark,3.0
1949,Yugoslavia,France,8.0
1949,France,Norway,28.0
1949,Sweden,Russia,3.0
1949,Denmark,Netherlands,18.0
1950,Denmark,Poland,26.0
1950,Hungary,Norway,1.0
1950,Romania,Netherlands,1.0
1950,Sweden,Denmark,41.0
1950,France,Hungary,2.0
1950,Denmark,Norway,30.0
1950,Netherlands,Yugoslavia,5.0
1950,Italy,Norway,12.0
1950,Russia,Netherlands,1.0
1950,Sweden,Greece,2.0
1950,Ireland,Greece,5.0
1950,Belgium,Hungary,4.0
1950,Sweden,Hungary,1.0
1950,Denmark,Russia,4.0
1950,Norway,Italy,12.0
1950,Netherlands,Norway,18.0
1950,Yugoslavia,Sweden,3.0
1950,Denmark,Sweden,68.0
1950,France,Belgium,135.0
1950,Norway,Poland,12.0
1950,Belgium,Poland,7.0
1950,Portugal,France,14.0
1950,Italy,Sweden,23.0
1950,Belgium,Greece,1.0
1950,Russia,France,3.0
1950,Romania,Belgium,1.0
1950,Spain,Belgium,10.0
1950,Russia,Norway,8.0
1950,Norway,Denmark,26.0
1950,Netherlands,Denmark,10.0
1950,Netherlands,Romania,2.0
1950,Poland,France,16.0
1950,Portugal,Spain,2.0
1950,Hungary,Netherlands,4.0
1950,Denmark,Belgium,14.0
1950,Italy,Portugal,6.0
1950,Sweden,Poland,40.0
1950,Poland,Sweden,32.0
1950,Spain,Portugal,2.0
1950,Netherlands,Italy,20.0
1950,Sweden,Italy,33.0
1950,Italy,France,67.0
1950,Sweden,Netherlands,53.0
1950,Netherlands,Hungary,7.0
1950,Sweden,Belgium,45.0
1950,Sweden,Norway,35.0
1950,Netherlands,Russia,2.0
1950,Netherlands,Greece,1.0
1950,France,Netherlands,69.0
1950,Netherlands,Ireland,6.0
1950,Denmark,Portugal,5.0
1950,Romania,Italy,3.0
1950,Ireland,Portugal,1.0
1950,Yugoslavia,Italy,25.0
1950,Yugoslavia,Netherlands,8.0
1950,Portugal,Belgium,23.0
1950,Russia,Portugal,1.0
1950,Ireland,Italy,3.0
1950,Ireland,Poland,3.0
1950,Poland,Italy,17.0
1950,France,Denmark,24.0
1950,Norway,Netherlands,31.0
1950,Netherlands,Poland,7.0
1950,Greece,Denmark,5.0
1950,Belgium,France,214.0
1950,Yugoslavia,Denmark,1.0
1950,Greece,Belgium,20.0
1950,Italy,Greece,4.0
1950,France,Ireland,1.0
1950,Bulgaria,Sweden,1.0
1950,Italy,Hungary,10.0
1950,Belgium,Italy,30.0
1950,Spain,Italy,4.0
1950,Spain,Sweden,9.0
1950,Portugal,Italy,3.0
1950,Italy,Russia,15.0
1950,Spain,Netherlands,9.0
1950,Greece,Italy,26.0
1950,France,Sweden,49.0
1950,Ireland,Belgium,7.0
1950,Sweden,Bulgaria,1.0
1950,Spain,Denmark,5.0
1950,Portugal,Sweden,6.0
1950,France,Italy,106.0
1950,France,Yugoslavia,5.0
1950,Netherlands,Sweden,69.0
1950,Yugoslavia,Belgium,4.0
1950,Denmark,France,73.0
1950,France,Spain,28.0
1950,Sweden,Yugoslavia,5.0
1950,Netherlands,Belgium,363.0
1950,Russia,Denmark,1.0
1950,Belgium,Netherlands,188.0
1950,Hungary,Belgium,8.0
1950,Italy,Spain,4.0
1950,Belgium,Norway,10.0
1950,Denmark,Romania,1.0
1950,Russia,Italy,20.0
1950,Russia,Belgium,20.0
1950,Denmark,Yugoslavia,1.0
1950,Ireland,Netherlands,8.0
1950,France,Poland,13.0
1950,Norway,France,44.0
1950,Sweden,Ireland,2.0
1950,Portugal,Netherlands,9.0
1950,Denmark,Netherlands,29.0
1950,Italy,Poland,18.0
1950,Ireland,Norway,1.0
1950,Portugal,Norway,2.0
1950,Ireland,France,7.0
1950,Belgium,Portugal,10.0
1950,Spain,France,31.0
1950,Italy,Denmark,17.0
1950,Netherlands,Spain,12.0
1950,Norway,Russia,10.0
1950,Sweden,Russia,6.0
1950,Sweden,Portugal,5.0
1950,Belgium,Sweden,44.0
1950,Russia,Sweden,22.0
1950,Norway,Portugal,2.0
1950,Netherlands,France,100.0
1950,Greece,Norway,4.0
1950,Poland,Netherlands,9.0
1950,Greece,Netherlands,9.0
1950,Ireland,Sweden,10.0
1950,Norway,Hungary,1.0
1950,Poland,Norway,7.0
1950,Italy,Bulgaria,1.0
1950,Italy,Netherlands,15.0
1950,Spain,Ireland,1.0
1950,Belgium,Ireland,2.0
1950,Norway,Belgium,13.0
1950,Sweden,Spain,10.0
1950,Netherlands,Portugal,5.0
1950,Denmark,Spain,12.0
1950,Greece,France,15.0
1950,Greece,Sweden,16.0
1950,Norway,Sweden,98.0
1950,Belgium,Spain,11.0
1950,France,Norway,16.0
1950,Greece,Yugoslavia,1.0
1950,Hungary,Sweden,1.0
1950,Italy,Belgium,50.0
1950,Portugal,Poland,1.0
1950,Norway,Spain,7.0
1950,Poland,Belgium,8.0
1950,Italy,Yugoslavia,17.0
1950,Ireland,Denmark,2.0
1950,Belgium,Russia,11.0
1950,France,Greece,6.0
1950,Hungary,France,3.0
1950,Portugal,Denmark,2.0
1950,Bulgaria,Italy,2.0
1950,Sweden,France,75.0
1950,Denmark,Hungary,1.0
1950,France,Russia,5.0
1950,Denmark,Italy,17.0
1950,Hungary,Denmark,1.0
1950,Hungary,Italy,8.0
1950,Poland,Denmark,8.0
1950,Spain,Norway,7.0
1950,Belgium,Yugoslavia,5.0
1950,Belgium,Denmark,9.0
1950,France,Portugal,8.0
1950,Ireland,Spain,3.0
1950,Norway,Greece,1.0
1950,Yugoslavia,France,6.0
1951,Norway,France,40.0
1951,Romania,Italy,4.0
1951,Belgium,Ireland,2.0
1951,Poland,Belgium,10.0
1951,Greece,Norway,3.0
1951,Portugal,Italy,6.0
1951,Belgium,Hungary,2.0
1951,Spain,Portugal,3.0
1951,Denmark,Sweden,86.0
1951,Sweden,Belgium,99.0
1951,Denmark,Norway,38.0
1951,Yugoslavia,Norway,3.0
1951,Norway,Hungary,1.0
1951,Ireland,Italy,6.0
1951,Poland,Sweden,51.0
1951,Norway,Russia,10.0
1951,Belgium,Greece,2.0
1951,Italy,Ireland,2.0
1951,France,Greece,8.0
1951,France,Netherlands,94.0
1951,Yugoslavia,Netherlands,8.0
1951,Portugal,Denmark,2.0
1951,Yugoslavia,France,14.0
1951,Denmark,Portugal,5.0
1951,Romania,Netherlands,1.0
1951,Spain,Denmark,12.0
1951,France,Hungary,2.0
1951,Norway,Belgium,43.0
1951,Russia,France,5.0
1951,Yugoslavia,Belgium,11.0
1951,Denmark,Italy,19.0
1951,Portugal,Sweden,9.0
1951,Ireland,Portugal,2.0
1951,Yugoslavia,Sweden,3.0
1951,Sweden,Hungary,2.0
1951,Ireland,Sweden,17.0
1951,Ireland,France,8.0
1951,Norway,Italy,16.0
1951,Spain,France,39.0
1951,Netherlands,Romania,1.0
1951,Netherlands,Norway,26.0
1951,Spain,Belgium,13.0
1951,Sweden,Italy,49.0
1951,Russia,Portugal,3.0
1951,Hungary,Netherlands,5.0
1951,Bulgaria,Italy,1.0
1951,Greece,Portugal,1.0
1951,Sweden,France,90.0
1951,Netherlands,Poland,5.0
1951,Belgium,Russia,16.0
1951,Italy,Yugoslavia,16.0
1951,Spain,Sweden,7.0
1951,France,Portugal,14.0
1951,Italy,Portugal,5.0
1951,Hungary,Sweden,2.0
1951,Sweden,Norway,58.0
1951,Sweden,Greece,2.0
1951,Italy,Russia,22.0
1951,Portugal,Netherlands,11.0
1951,Belgium,Yugoslavia,4.0
1951,France,Bulgaria,1.0
1951,Poland,Norway,5.0
1951,Poland,Denmark,16.0
1951,Belgium,Denmark,12.0
1951,Greece,Denmark,3.0
1951,Sweden,Yugoslavia,2.0
1951,Italy,Denmark,33.0
1951,Netherlands,Yugoslavia,4.0
1951,Sweden,Ireland,1.0
1951,Italy,Norway,14.0
1951,Norway,Portugal,3.0
1951,Spain,Norway,7.0
1951,Portugal,Spain,6.0
1951,Netherlands,Italy,31.0
1951,Hungary,France,4.0
1951,Yugoslavia,Denmark,4.0
1951,Italy,Romania,3.0
1951,Italy,France,101.0
1951,Netherlands,Belgium,446.0
1951,Greece,Netherlands,5.0
1951,Hungary,Denmark,1.0
1951,Poland,France,17.0
1951,Italy,Spain,6.0
1951,Ireland,Denmark,5.0
1951,Denmark,Yugoslavia,1.0
1951,Sweden,Netherlands,83.0
1951,Russia,Sweden,33.0
1951,France,Spain,38.0
1951,Russia,Netherlands,2.0
1951,Netherlands,Portugal,8.0
1951,Romania,Belgium,3.0
1951,France,Italy,136.0
1951,Belgium,Netherlands,266.0
1951,Netherlands,Denmark,11.0
1951,Portugal,Belgium,29.0
1951,Denmark,Greece,1.0
1951,Yugoslavia,Greece,2.0
1951,Norway,Sweden,106.0
1951,Denmark,France,58.0
1951,Netherlands,Spain,13.0
1951,Denmark,Netherlands,39.0
1951,Belgium,Italy,37.0
1951,Denmark,Spain,8.0
1951,Portugal,France,18.0
1951,Sweden,Denmark,45.0
1951,Poland,Italy,16.0
1951,Romania,France,3.0
1951,Sweden,Romania,2.0
1951,Greece,Yugoslavia,1.0
1951,Denmark,Hungary,2.0
1951,Greece,France,21.0
1951,Netherlands,Greece,4.0
1951,France,Denmark,40.0
1951,Poland,Netherlands,6.0
1951,Belgium,Poland,8.0
1951,Norway,Denmark,32.0
1951,Belgium,Portugal,10.0
1951,Netherlands,France,106.0
1951,Yugoslavia,Italy,37.0
1951,Belgium,France,250.0
1951,Belgium,Sweden,72.0
1951,Netherlands,Ireland,4.0
1951,Hungary,Norway,1.0
1951,France,Ireland,2.0
1951,Ireland,Belgium,13.0
1951,Denmark,Poland,35.0
1951,France,Belgium,198.0
1951,Belgium,Spain,16.0
1951,Ireland,Greece,4.0
1951,France,Norway,33.0
1951,Netherlands,Hungary,4.0
1951,France,Yugoslavia,6.0
1951,France,Sweden,100.0
1951,Ireland,Netherlands,14.0
1951,Italy,Poland,26.0
1951,Ireland,Spain,4.0
1951,Norway,Greece,1.0
1951,Italy,Sweden,50.0
1951,Sweden,Portugal,5.0
1951,Sweden,Spain,13.0
1951,Greece,Belgium,23.0
1951,Spain,Ireland,1.0
1951,Ireland,Norway,1.0
1951,Spain,Netherlands,11.0
1951,Sweden,Poland,72.0
1951,Portugal,Norway,5.0
1951,Portugal,Poland,1.0
1951,Russia,Belgium,13.0
1951,Denmark,Russia,9.0
1951,Greece,Sweden,17.0
1951,Norway,Poland,5.0
1951,Norway,Netherlands,38.0
1951,France,Russia,14.0
1951,Denmark,Belgium,45.0
1951,Netherlands,Sweden,100.0
1951,Belgium,Norway,22.0
1951,Norway,Spain,9.0
1951,Hungary,Belgium,7.0
1951,Italy,Greece,7.0
1951,Netherlands,Russia,14.0
1951,Italy,Netherlands,28.0
1951,Sweden,Russia,13.0
1951,Spain,Italy,3.0
1951,Italy,Belgium,52.0
1951,Hungary,Italy,7.0
1951,Ireland,Poland,4.0
1951,France,Poland,24.0
1951,Russia,Norway,12.0
1951,Italy,Hungary,7.0
1951,Greece,Italy,36.0
1951,Russia,Italy,24.0
1952,Poland,Sweden,39.0
1952,Italy,Portugal,9.0
1952,Italy,Spain,9.0
1952,Denmark,Belgium,53.0
1952,Portugal,Norway,4.0
1952,France,Belgium,158.0
1952,Netherlands,Bulgaria,1.0
1952,Ireland,Spain,4.0
1952,Poland,Belgium,13.0
1952,Denmark,Yugoslavia,1.0
1952,Spain,Denmark,11.0
1952,Greece,Netherlands,9.0
1952,France,Hungary,3.0
1952,France,Greece,12.0
1952,Sweden,Greece,3.0
1952,Portugal,Denmark,1.0
1952,Denmark,Netherlands,56.0
1952,Yugoslavia,France,28.0
1952,Italy,France,97.0
1952,Italy,Poland,23.0
1952,Yugoslavia,Sweden,3.0
1952,Romania,Denmark,1.0
1952,Belgium,Greece,1.0
1952,Netherlands,Sweden,80.0
1952,Ireland,France,6.0
1952,Netherlands,Hungary,3.0
1952,Greece,Italy,41.0
1952,Sweden,Italy,39.0
1952,Spain,Netherlands,14.0
1952,Belgium,Italy,32.0
1952,Romania,Italy,2.0
1952,Portugal,Greece,1.0
1952,Belgium,France,238.0
1952,Denmark,Poland,9.0
1952,Greece,Portugal,1.0
1952,Denmark,Russia,11.0
1952,Norway,Portugal,2.0
1952,Norway,Poland,4.0
1952,Spain,Italy,12.0
1952,France,Spain,51.0
1952,Netherlands,Poland,4.0
1952,Belgium,Ireland,4.0
1952,Sweden,Netherlands,91.0
1952,Italy,Denmark,34.0
1952,Poland,Netherlands,5.0
1952,Portugal,Italy,7.0
1952,Netherlands,Norway,19.0
1952,Greece,Sweden,13.0
1952,Yugoslavia,Greece,1.0
1952,Poland,France,16.0
1952,Netherlands,Russia,26.0
1952,Belgium,Bulgaria,1.0
1952,Denmark,France,47.0
1952,Sweden,Hungary,2.0
1952,Sweden,Spain,14.0
1952,France,Russia,18.0
1952,Ireland,Sweden,9.0
1952,Italy,Romania,3.0
1952,Denmark,Norway,36.0
1952,Norway,Russia,11.0
1952,Norway,France,32.0
1952,Yugoslavia,Netherlands,8.0
1952,Belgium,Poland,5.0
1952,Russia,Norway,10.0
1952,Hungary,Sweden,3.0
1952,Hungary,Italy,5.0
1952,France,Sweden,99.0
1952,Italy,Hungary,9.0
1952,Portugal,Netherlands,9.0
1952,Ireland,Greece,2.0
1952,Russia,Portugal,6.0
1952,Norway,Spain,10.0
1952,Ireland,Portugal,2.0
1952,Bulgaria,Italy,1.0
1952,Netherlands,Portugal,4.0
1952,Greece,Norway,1.0
1952,France,Portugal,12.0
1952,Russia,Italy,20.0
1952,Spain,Portugal,1.0
1952,Sweden,Denmark,43.0
1952,Bulgaria,Netherlands,1.0
1952,Hungary,Netherlands,4.0
1952,Italy,Belgium,64.0
1952,Norway,Greece,1.0
1952,Poland,Italy,13.0
1952,Russia,France,6.0
1952,Yugoslavia,Italy,30.0
1952,Denmark,Spain,5.0
1952,Sweden,Russia,20.0
1952,Romania,Belgium,12.0
1952,Belgium,Portugal,10.0
1952,Portugal,Sweden,7.0
1952,Netherlands,Ireland,4.0
1952,Portugal,France,16.0
1952,Norway,Belgium,48.0
1952,France,Italy,96.0
1952,Belgium,Spain,16.0
1952,France,Ireland,4.0
1952,Greece,Belgium,21.0
1952,Denmark,Portugal,3.0
1952,Sweden,Poland,52.0
1952,Greece,France,27.0
1952,Italy,Norway,21.0
1952,Greece,Yugoslavia,3.0
1952,Spain,Norway,11.0
1952,Sweden,Norway,68.0
1952,Sweden,Portugal,5.0
1952,Belgium,Netherlands,310.0
1952,Norway,Italy,12.0
1952,Sweden,Ireland,1.0
1952,Italy,Bulgaria,1.0
1952,Denmark,Greece,1.0
1952,Yugoslavia,Belgium,22.0
1952,Sweden,Bulgaria,3.0
1952,Spain,Belgium,12.0
1952,Belgium,Denmark,11.0
1952,Denmark,Hungary,1.0
1952,Hungary,Norway,1.0
1952,France,Denmark,32.0
1952,Russia,Sweden,44.0
1952,Russia,Belgium,14.0
1952,Italy,Yugoslavia,32.0
1952,Denmark,Sweden,86.0
1952,Ireland,Netherlands,18.0
1952,Italy,Russia,34.0
1952,Greece,Denmark,2.0
1952,Sweden,Yugoslavia,3.0
1952,Norway,Hungary,1.0
1952,Ireland,Norway,1.0
1952,Norway,Netherlands,36.0
1952,Hungary,Denmark,1.0
1952,Norway,Denmark,35.0
1952,Norway,Sweden,121.0
1952,Bulgaria,France,1.0
1952,Netherlands,Yugoslavia,4.0
1952,Russia,Netherlands,5.0
1952,Netherlands,Spain,15.0
1952,France,Yugoslavia,14.0
1952,Portugal,Belgium,35.0
1952,Poland,Norway,5.0
1952,Netherlands,France,77.0
1952,Sweden,France,65.0
1952,France,Netherlands,93.0
1952,Italy,Ireland,1.0
1952,Russia,Denmark,14.0
1952,Italy,Sweden,42.0
1952,Ireland,Denmark,2.0
1952,Belgium,Russia,11.0
1952,Italy,Greece,11.0
1952,Romania,France,2.0
1952,France,Poland,25.0
1952,Portugal,Spain,3.0
1952,Ireland,Italy,3.0
1952,Netherlands,Italy,20.0
1952,Hungary,Belgium,6.0
1952,Spain,Sweden,14.0
1952,France,Norway,27.0
1952,Netherlands,Greece,3.0
1952,Italy,Netherlands,34.0
1952,Yugoslavia,Denmark,2.0
1952,Sweden,Belgium,99.0
1952,Belgium,Norway,26.0
1952,Sweden,Romania,1.0
1952,Netherlands,Denmark,14.0
1952,Belgium,Yugoslavia,4.0
1952,Belgium,Hungary,3.0
1952,Poland,Denmark,6.0
1952,Netherlands,Belgium,364.0
1952,Romania,Netherlands,1.0
1952,Denmark,Italy,16.0
1952,France,Bulgaria,1.0
1952,Spain,France,50.0
1952,Spain,Ireland,3.0
