time,n1,n2,weight
1992,Japan,Russia,2402.0
1992,Italy,Spain,6330.0
1992,Germany,Japan,24377.0
1992,Japan,China,16972.0
1992,China,Russia,3512.0
1992,Spain,Japan,4655.0
1992,Russia,Brazil,96.0
1992,Brazil,France,643.0
1992,Russia,United Stat,2885.0
1992,Spain,Italy,9807.0
1992,Germany,Russia,5873.0
1992,China,Italy,1748.0
1992,India,Russia,200.0
1992,Russia,Italy,3052.0
1992,Italy,United Stat,9892.0
1992,France,Spain,12906.0
1992,Japan,Italy,4161.0
1992,United Stat,Brazil,8145.0
1992,Brazil,Spain,172.0
1992,Spain,France,15838.0
1992,Japan,India,2035.0
1992,Russia,Germany,6725.0
1992,Germany,Brazil,3454.0
1992,Japan,France,5416.0
1992,Brazil,India,14.0
1993,Germany,Italy,26724.0
1993,France,Japan,8295.0
1993,Russia,Brazil,114.0
1993,India,Japan,1376.0
1993,China,United Stat,10633.0
1993,Brazil,France,814.0
1993,United Stat,Italy,13829.0
1993,Russia,France,899.0
1993,Russia,Japan,1367.0
1993,Italy,Spain,4942.0
1993,France,Italy,20208.0
1993,China,France,1645.0
1993,India,Italy,538.0
1993,Italy,Russia,3885.0
1993,Germany,Japan,20655.0
1993,Brazil,China,188.0
1993,United Stat,France,15694.0
1993,India,China,259.0
1993,United Stat,Spain,3205.0
1993,Russia,Spain,175.0
1993,Spain,France,13950.0
1993,Germany,India,1954.0
1993,Russia,United Stat,2304.0
1993,Japan,Germany,9824.0
1993,Italy,India,819.0
1993,United Stat,Brazil,8021.0
1993,India,Russia,474.0
1993,Brazil,India,72.0
1993,Germany,Spain,8485.0
1993,Russia,India,633.0
1993,Italy,France,20100.0
1993,United Stat,Russia,1847.0
1993,India,United Stat,2171.0
1993,France,China,3769.0
1993,Russia,Italy,1106.0
1993,Japan,Russia,2777.0
1993,Italy,Germany,28527.0
1993,Japan,United Stat,55943.0
1993,France,United Stat,17606.0
1993,Brazil,Italy,1106.0
1993,China,Brazil,863.0
1993,India,Germany,1587.0
1993,Italy,China,2597.0
1993,United Stat,Japan,110418.0
1993,Japan,Spain,734.0
1993,China,India,416.0
1993,Germany,China,8326.0
1993,Brazil,Spain,282.0
1993,United Stat,India,4794.0
1993,France,Spain,11076.0
1993,Brazil,United Stat,7281.0
1993,Germany,United Stat,24236.0
1993,France,Brazil,1487.0
1993,Russia,China,2335.0
1993,India,Brazil,114.0
1993,Spain,China,1341.0
1993,Spain,United Stat,5625.0
1993,Russia,Germany,5142.0
1993,Brazil,Germany,2660.0
1993,Brazil,Japan,1831.0
1993,Spain,Japan,3189.0
1993,Spain,Brazil,856.0
1993,Spain,India,291.0
1993,China,Germany,6056.0
1993,China,Spain,475.0
1993,Brazil,Russia,204.0
1993,France,Russia,2685.0
1993,China,Japan,23303.0
1993,Japan,France,5148.0
1993,Japan,Brazil,2867.0
1993,India,France,613.0
1993,Spain,Russia,990.0
1993,China,Italy,2738.0
1993,Germany,Brazil,2689.0
1993,Italy,United Stat,7874.0
1993,Germany,France,36992.0
1993,United Stat,Germany,29462.0
1993,China,Russia,4986.0
1993,Germany,Russia,6478.0
1993,United Stat,China,33513.0
1993,Japan,China,20652.0
1993,Italy,Japan,3819.0
1993,Spain,Germany,12865.0
1993,Japan,India,2287.0
1993,France,India,762.0
1993,Japan,Italy,3845.0
1993,Spain,Italy,7434.0
1993,Italy,Brazil,1529.0
1993,India,Spain,95.0
1993,France,Germany,35791.0
1994,India,Japan,1840.0
1994,Germany,France,40740.0
1994,India,China,622.0
1994,France,Spain,13938.0
1994,Italy,Germany,32269.0
1994,Spain,Russia,1015.0
1994,Germany,Italy,30844.0
1994,China,Japan,26319.0
1994,United Stat,Japan,122470.0
1994,India,Russia,389.0
1994,United Stat,Germany,32690.0
1994,United Stat,Russia,3437.0
1994,Japan,Russia,3481.0
1994,Italy,Russia,4802.0
1994,Italy,Japan,3952.0
1994,China,Brazil,1059.0
1994,Japan,India,2650.0
1994,China,India,321.0
1994,Italy,China,3123.0
1994,Japan,Spain,1147.0
1994,Germany,Brazil,3147.0
1994,Spain,Japan,3284.0
1994,China,France,1940.0
1994,Germany,Japan,21027.0
1994,India,United Stat,2432.0
1994,Brazil,China,510.0
1994,Russia,France,1004.0
1994,Brazil,Italy,2268.0
1994,France,Italy,23031.0
1994,Russia,India,587.0
1994,France,Russia,2777.0
1994,France,Japan,8498.0
1994,Germany,Spain,10257.0
1994,United Stat,Brazil,9307.0
1994,Brazil,Russia,480.0
1994,Spain,Germany,13465.0
1994,Brazil,United Stat,7485.0
1994,Italy,India,1006.0
1994,Spain,China,1794.0
1994,Spain,France,16093.0
1994,Spain,India,333.0
1994,Brazil,India,97.0
1994,United Stat,France,17417.0
1994,India,Brazil,541.0
1994,Spain,United Stat,6727.0
1994,France,India,902.0
1994,Spain,Italy,8246.0
1994,Russia,China,952.0
1994,India,Spain,173.0
1994,Brazil,France,950.0
1994,China,United Stat,13977.0
1994,Italy,France,22733.0
1994,Japan,Italy,4937.0
1994,France,United Stat,19480.0
1994,United Stat,Spain,3810.0
1994,China,Germany,7136.0
1994,Germany,Russia,8158.0
1994,Germany,United Stat,27453.0
1994,United Stat,Italy,15442.0
1994,Russia,United Stat,2071.0
1994,India,France,489.0
1994,Russia,Spain,245.0
1994,Italy,Brazil,1849.0
1994,Japan,United Stat,63067.0
1994,Russia,Japan,1114.0
1994,Brazil,Germany,3730.0
1994,China,Spain,902.0
1994,India,Italy,606.0
1994,Japan,Brazil,3265.0
1994,India,Germany,1899.0
1994,Germany,India,2148.0
1994,Brazil,Spain,352.0
1994,Germany,China,9478.0
1994,Russia,Germany,5682.0
1994,United Stat,China,41362.0
1994,France,China,4038.0
1994,France,Brazil,1887.0
1994,China,Russia,3466.0
1994,United Stat,India,5663.0
1994,China,Italy,3068.0
1994,Spain,Brazil,924.0
1994,Brazil,Japan,2653.0
1994,Japan,China,27569.0
1994,Italy,Spain,6509.0
1994,Russia,Italy,1589.0
1994,Russia,Brazil,193.0
1994,France,Germany,40642.0
1994,Japan,France,5685.0
1994,Italy,United Stat,7779.0
1994,Japan,Germany,11130.0
1995,Japan,Russia,4752.0
1995,India,France,696.0
1995,Spain,Italy,10511.0
1995,China,Spain,909.0
1995,Brazil,Spain,895.0
1995,Japan,Brazil,3948.0
1995,Brazil,India,183.0
1995,Germany,Brazil,3487.0
1995,India,Japan,2234.0
1995,Japan,Germany,13703.0
1995,France,Japan,9584.0
1995,Russia,Japan,763.0
1995,Germany,Spain,13809.0
1995,India,Italy,888.0
1995,China,Japan,29007.0
1995,China,India,398.0
1995,Japan,China,35922.0
1995,Germany,China,11107.0
1995,Italy,Germany,39617.0
1995,Spain,Germany,17560.0
1995,Spain,Japan,3791.0
1995,Brazil,Italy,3144.0
1995,China,United Stat,16123.0
1995,France,Russia,3484.0
1995,France,United Stat,20899.0
1995,Spain,India,481.0
1995,France,Brazil,1996.0
1995,India,China,811.0
1995,Russia,India,614.0
1995,United Stat,Russia,4270.0
1995,Russia,Spain,241.0
1995,China,Italy,3116.0
1995,China,Brazil,1228.0
1995,France,China,5140.0
1995,Japan,Spain,1518.0
1995,France,India,1107.0
1995,Russia,Brazil,360.0
1995,Brazil,United Stat,11499.0
1995,India,Brazil,220.0
1995,India,Russia,826.0
1995,United Stat,Japan,127195.0
1995,France,Italy,27269.0
1995,Italy,China,3920.0
1995,Russia,Germany,6537.0
1995,Spain,France,19688.0
1995,United Stat,China,48521.0
1995,Germany,India,2515.0
1995,Brazil,Russia,434.0
1995,China,France,2649.0
1995,Spain,Russia,1438.0
1995,Japan,Italy,6364.0
1995,United Stat,France,17770.0
1995,Spain,United Stat,7372.0
1995,Germany,United Stat,31365.0
1995,Japan,France,6693.0
1995,Russia,China,865.0
1995,Brazil,China,1143.0
1995,Italy,Japan,4491.0
1995,United Stat,Brazil,9428.0
1995,France,Germany,50523.0
1995,Italy,Brazil,2040.0
1995,Japan,United Stat,75880.0
1995,Brazil,France,1520.0
1995,Italy,France,28670.0
1995,Italy,India,1341.0
1995,Germany,Russia,9477.0
1995,Germany,Italy,36964.0
1995,India,Germany,2713.0
1995,Spain,Brazil,1135.0
1995,India,Spain,170.0
1995,Italy,Spain,8149.0
1995,France,Spain,17803.0
1995,Brazil,Japan,3607.0
1995,United Stat,Spain,4161.0
1995,Germany,France,47580.0
1995,Italy,United Stat,9887.0
1995,Brazil,Germany,5192.0
1995,Russia,United Stat,2651.0
1995,Spain,China,2341.0
1995,China,Russia,3799.0
1995,Germany,Japan,24590.0
1995,Russia,Italy,1851.0
1995,Italy,Russia,5306.0
1995,United Stat,Germany,38043.0
1995,China,Germany,8035.0
1995,Russia,France,1074.0
1995,United Stat,India,6091.0
1995,United Stat,Italy,17305.0
1995,India,United Stat,3344.0
1995,Japan,India,2917.0
1996,United Stat,India,6528.0
1996,United Stat,Brazil,9297.0
1996,United Stat,Italy,19001.0
1996,Brazil,Japan,3032.0
1996,Japan,China,40405.0
1996,Russia,China,996.0
1996,India,Spain,196.0
1996,United Stat,France,19196.0
1996,Italy,Russia,4700.0
1996,France,China,5928.0
1996,United Stat,Russia,3745.0
1996,Russia,Italy,2316.0
1996,India,Germany,2738.0
1996,France,Brazil,1757.0
1996,India,Russia,632.0
1996,Russia,United Stat,2896.0
1996,United Stat,Spain,4563.0
1996,Brazil,Italy,3202.0
1996,France,Spain,18672.0
1996,Italy,India,1329.0
1996,Germany,United Stat,32551.0
1996,India,Japan,2134.0
1996,Japan,France,6268.0
1996,United Stat,Japan,117963.0
1996,Brazil,United Stat,13016.0
1996,India,France,782.0
1996,Brazil,Germany,5253.0
1996,United Stat,China,54409.0
1996,China,United Stat,16179.0
1996,India,Brazil,168.0
1996,Spain,Japan,3445.0
1996,Spain,China,2412.0
1996,Germany,Brazil,3240.0
1996,United Stat,Germany,39989.0
1996,India,China,702.0
1996,Spain,Italy,11625.0
1996,Brazil,China,1242.0
1996,Italy,Germany,38233.0
1996,Brazil,Russia,422.0
1996,France,United Stat,21455.0
1996,Russia,Brazil,204.0
1996,China,Brazil,1484.0
1996,China,Russia,5156.0
1996,China,Germany,7325.0
1996,Spain,Brazil,1160.0
1996,China,India,719.0
1996,Brazil,Spain,992.0
1996,Russia,Japan,968.0
1996,China,Spain,518.0
1996,Japan,Italy,6777.0
1996,Japan,United Stat,79897.0
1996,Japan,Spain,1556.0
1996,Japan,India,2852.0
1996,Germany,France,47204.0
1996,Japan,Germany,14189.0
1996,France,India,1132.0
1996,Germany,Italy,36553.0
1996,Brazil,France,1475.0
1996,Italy,China,4031.0
1996,Russia,France,1267.0
1996,France,Italy,26897.0
1996,India,United Stat,3187.0
1996,Brazil,India,200.0
1996,France,Japan,8781.0
1996,China,Japan,29190.0
1996,Germany,Russia,10220.0
1996,China,Italy,3247.0
1996,Spain,France,21748.0
1996,France,Germany,46979.0
1996,Italy,France,27985.0
1996,Germany,India,2633.0
1996,Spain,Russia,1288.0
1996,Italy,United Stat,10161.0
1996,Italy,Brazil,1887.0
1996,Germany,Spain,14627.0
1996,Russia,Spain,357.0
1996,France,Russia,4021.0
1996,Russia,India,602.0
1996,Italy,Spain,8559.0
1996,Italy,Japan,3970.0
1996,Germany,Japan,22677.0
1996,Spain,India,557.0
1996,Japan,Russia,3922.0
1996,Russia,Germany,5158.0
1996,China,France,2240.0
1996,Spain,Germany,18038.0
1996,India,Italy,1074.0
1996,Germany,China,11915.0
1996,Spain,United Stat,7720.0
1996,Japan,Brazil,3754.0
1997,Russia,United Stat,4061.0
1997,Spain,Japan,3387.0
1997,Brazil,Spain,1270.0
1997,Spain,United Stat,7772.0
1997,India,Japan,2156.0
1997,India,Spain,174.0
1997,France,United Stat,23329.0
1997,Germany,Italy,34009.0
1997,Brazil,China,1307.0
1997,Italy,India,1335.0
1997,United Stat,Italy,20184.0
1997,France,Spain,17705.0
1997,Japan,India,2658.0
1997,France,China,6629.0
1997,India,United Stat,3709.0
1997,India,China,1029.0
1997,France,India,1095.0
1997,United Stat,Russia,4524.0
1997,Spain,Brazil,1249.0
1997,Germany,Spain,14715.0
1997,Italy,Japan,4221.0
1997,China,Japan,28990.0
1997,India,Italy,938.0
1997,Germany,Japan,21254.0
1997,China,Spain,563.0
1997,Japan,Brazil,3743.0
1997,Germany,India,2397.0
1997,Brazil,France,1828.0
1997,Spain,India,554.0
1997,Italy,United Stat,10382.0
1997,Japan,Italy,5934.0
1997,Germany,Russia,9897.0
1997,United Stat,Brazil,10149.0
1997,France,Brazil,1973.0
1997,United Stat,Spain,4911.0
1997,China,Germany,6184.0
1997,Brazil,Russia,378.0
1997,Russia,Brazil,467.0
1997,Spain,Russia,1257.0
1997,Japan,Spain,1349.0
1997,China,India,897.0
1997,Brazil,United Stat,15778.0
1997,Italy,France,27469.0
1997,China,France,3239.0
1997,China,Brazil,1486.0
1997,France,Germany,44061.0
1997,France,Italy,26038.0
1997,Russia,India,800.0
1997,Italy,Germany,37409.0
1997,India,Russia,666.0
1997,Brazil,Germany,5644.0
1997,Japan,China,41828.0
1997,Japan,Russia,3988.0
1997,Japan,Germany,12380.0
1997,United Stat,France,21346.0
1997,Russia,Spain,528.0
1997,Italy,Russia,4288.0
1997,United Stat,China,65832.0
1997,India,Brazil,188.0
1997,Germany,France,45773.0
1997,Spain,Germany,18158.0
1997,India,Germany,2604.0
1997,Brazil,Japan,3959.0
1997,United Stat,Germany,44193.0
1997,Italy,Brazil,1900.0
1997,United Stat,India,7712.0
1997,Japan,United Stat,75975.0
1997,Spain,France,21428.0
1997,Russia,Italy,2651.0
1997,Germany,Brazil,3677.0
1997,France,Japan,8917.0
1997,China,United Stat,16290.0
1997,France,Russia,3480.0
1997,Brazil,India,253.0
1997,Russia,China,1261.0
1997,Spain,Italy,11549.0
1997,India,France,791.0
1997,Japan,France,5809.0
1997,China,Italy,2453.0
1997,United Stat,Japan,124266.0
1997,Italy,China,4429.0
1997,Italy,Spain,9831.0
1997,Germany,United Stat,33784.0
1997,China,Russia,4084.0
1997,Spain,China,2888.0
1997,Brazil,Italy,3817.0
1997,Russia,France,1592.0
1997,Russia,Japan,985.0
1997,Russia,Germany,6640.0
1997,Germany,China,12363.0
1998,Italy,China,4845.0
1998,India,United Stat,3660.0
1998,Russia,India,660.0
1998,Italy,India,1414.0
1998,United Stat,Japan,125091.0
1998,Russia,United Stat,4052.0
1998,China,Russia,3627.0
1998,Spain,Japan,3732.0
1998,Germany,Brazil,3833.0
1998,India,China,1102.0
1998,Brazil,United Stat,14918.0
1998,Brazil,Germany,5763.0
1998,Germany,United Stat,38335.0
1998,France,Germany,49254.0
1998,United Stat,Italy,21915.0
1998,Germany,Italy,36030.0
1998,Spain,Germany,20247.0
1998,Italy,Japan,4742.0
1998,Japan,India,2177.0
1998,India,Germany,2238.0
1998,Spain,Brazil,1256.0
1998,Japan,Germany,10686.0
1998,India,Brazil,197.0
1998,Russia,China,1146.0
1998,Russia,Brazil,621.0
1998,Germany,Japan,23131.0
1998,Spain,India,594.0
1998,Germany,China,13089.0
1998,Brazil,France,2186.0
1998,Brazil,Italy,3516.0
1998,India,Japan,2386.0
1998,Spain,China,3093.0
1998,France,Russia,2782.0
1998,Russia,Spain,408.0
1998,United Stat,Germany,51283.0
1998,United Stat,India,8659.0
1998,Italy,Germany,40653.0
1998,China,United Stat,16997.0
1998,Italy,Spain,9799.0
1998,China,Spain,480.0
1998,Italy,Russia,3720.0
1998,Germany,France,51272.0
1998,China,India,908.0
1998,Italy,France,28442.0
1998,Spain,Italy,12287.0
1998,United Stat,Brazil,10642.0
1998,Germany,India,2403.0
1998,Japan,China,37079.0
1998,Brazil,India,222.0
1998,Germany,Russia,8386.0
1998,Germany,Spain,16066.0
1998,Russia,Japan,810.0
1998,Japan,Brazil,2908.0
1998,China,Japan,28307.0
1998,France,Italy,28355.0
1998,Japan,United Stat,67518.0
1998,United Stat,France,24746.0
1998,Italy,United Stat,10877.0
1998,Spain,United Stat,7305.0
1998,Spain,France,23865.0
1998,France,Japan,9500.0
1998,France,Brazil,1969.0
1998,Brazil,Russia,327.0
1998,India,Russia,579.0
1998,Japan,Russia,2906.0
1998,Russia,France,1578.0
1998,China,France,3206.0
1998,United Stat,Russia,6008.0
1998,Japan,France,5737.0
1998,India,Italy,1047.0
1998,United Stat,Spain,5112.0
1998,France,Spain,20299.0
1998,France,United Stat,25304.0
1998,France,China,7206.0
1998,China,Italy,2283.0
1998,Spain,Russia,1081.0
1998,India,Spain,201.0
1998,China,Brazil,1133.0
1998,Brazil,Japan,3578.0
1998,Brazil,Spain,1315.0
1998,France,India,1170.0
1998,Japan,Spain,1192.0
1998,Italy,Brazil,2131.0
1998,India,France,740.0
1998,Japan,Italy,5100.0
1998,United Stat,China,75109.0
1998,Russia,Italy,1787.0
1998,Russia,Germany,5404.0
1998,China,Germany,6998.0
1998,Brazil,China,1125.0
1999,Russia,India,674.0
1999,United Stat,France,26656.0
1999,Brazil,Russia,347.0
1999,Germany,Japan,22859.0
1999,Spain,China,3588.0
1999,Japan,Spain,1414.0
1999,Spain,Italy,11902.0
1999,Germany,India,2263.0
1999,India,United Stat,3583.0
1999,China,France,5778.0
1999,China,Spain,979.0
1999,Germany,Brazil,3478.0
1999,Germany,United Stat,38756.0
1999,Italy,France,28182.0
1999,France,Brazil,1881.0
1999,United Stat,Germany,55826.0
1999,Italy,India,1303.0
1999,Germany,Russia,8868.0
1999,Germany,Spain,15160.0
1999,India,Russia,604.0
1999,United Stat,Spain,5432.0
1999,Russia,Japan,455.0
1999,India,Japan,2518.0
1999,China,Russia,4348.0
1999,India,Italy,823.0
1999,United Stat,Japan,134009.0
1999,China,Brazil,1412.0
1999,Brazil,Italy,2860.0
1999,Spain,Germany,21826.0
1999,Italy,Russia,4469.0
1999,Spain,India,609.0
1999,Russia,Italy,1157.0
1999,Russia,Germany,4195.0
1999,France,Russia,2914.0
1999,China,Germany,11958.0
1999,Japan,France,6154.0
1999,Italy,Japan,5502.0
1999,Germany,Italy,34505.0
1999,United Stat,China,98678.0
1999,Brazil,United Stat,13056.0
1999,Japan,Russia,3767.0
1999,Brazil,Germany,5184.0
1999,Russia,Brazil,712.0
1999,Japan,Brazil,2689.0
1999,Brazil,France,2191.0
1999,Italy,Brazil,1954.0
1999,Russia,United Stat,2387.0
1999,Brazil,Japan,2833.0
1999,India,Spain,159.0
1999,Germany,China,16951.0
1999,France,Italy,29430.0
1999,Japan,India,2246.0
1999,United Stat,Italy,23161.0
1999,Spain,Brazil,1295.0
1999,Italy,United Stat,10697.0
1999,Spain,France,24820.0
1999,Japan,China,44877.0
1999,Italy,Spain,9607.0
1999,India,China,1966.0
1999,Russia,Spain,246.0
1999,Italy,Germany,42208.0
1999,Spain,Russia,1272.0
1999,France,Japan,7041.0
1999,Japan,Germany,11513.0
1999,United Stat,India,9598.0
1999,China,India,3185.0
1999,India,France,720.0
1999,United Stat,Brazil,11832.0
1999,Brazil,China,1262.0
1999,Brazil,Spain,1297.0
1999,China,Italy,5426.0
1999,France,India,1128.0
1999,Italy,China,5663.0
1999,India,Germany,1916.0
1999,Germany,France,48875.0
1999,India,Brazil,297.0
1999,United Stat,Russia,6094.0
1999,China,United Stat,32318.0
1999,France,Germany,59493.0
1999,Japan,United Stat,67529.0
1999,Spain,United Stat,6529.0
1999,Russia,France,1181.0
1999,Russia,China,893.0
1999,France,United Stat,25059.0
1999,China,Japan,56051.0
1999,Brazil,India,401.0
1999,France,Spain,21092.0
1999,Japan,Italy,5037.0
1999,France,China,6997.0
1999,Spain,Japan,3691.0
2000,Italy,Russia,7639.0
2000,Brazil,India,378.0
2000,United Stat,Spain,6048.0
2000,United Stat,India,11034.0
2000,Japan,India,2637.0
2000,Japan,Spain,1363.0
2000,Spain,India,684.0
2000,Russia,China,951.0
2000,China,France,6207.0
2000,Italy,China,6862.0
2000,Spain,France,25581.0
2000,France,Brazil,2525.0
2000,India,Russia,544.0
2000,Russia,Italy,1211.0
2000,United Stat,Japan,149520.0
2000,United Stat,Italy,26001.0
2000,Spain,Germany,21675.0
2000,Brazil,Spain,1225.0
2000,France,Russia,4155.0
2000,China,Russia,5905.0
2000,Russia,Germany,3896.0
2000,Italy,United Stat,12453.0
2000,Italy,India,1500.0
2000,Italy,Germany,41164.0
2000,Russia,Spain,313.0
2000,United Stat,Russia,7830.0
2000,China,Italy,6127.0
2000,France,China,8155.0
2000,India,France,661.0
2000,Germany,Brazil,3573.0
2000,Russia,United Stat,2703.0
2000,Brazil,China,1737.0
2000,France,Japan,7786.0
2000,United Stat,Germany,59481.0
2000,India,Japan,2016.0
2000,Brazil,Russia,628.0
2000,Russia,India,556.0
2000,Japan,Brazil,3001.0
2000,Brazil,Japan,3255.0
2000,France,Spain,22083.0
2000,Spain,Italy,12315.0
2000,Spain,United Stat,6607.0
2000,Germany,Japan,24533.0
2000,Germany,China,19430.0
2000,Germany,Spain,14517.0
2000,Brazil,United Stat,14303.0
2000,China,Brazil,2100.0
2000,United Stat,Brazil,14393.0
2000,China,India,3963.0
2000,Brazil,Germany,4863.0
2000,Italy,Japan,5934.0
2000,Germany,Russia,13365.0
2000,Spain,Russia,2202.0
2000,Brazil,Italy,2387.0
2000,Japan,Germany,12733.0
2000,Germany,Italy,33453.0
2000,China,Spain,1120.0
2000,Italy,Spain,9694.0
2000,Japan,Russia,4554.0
2000,France,India,1169.0
2000,Russia,Japan,572.0
2000,Russia,France,1188.0
2000,Italy,France,26828.0
2000,France,Italy,28737.0
2000,India,United Stat,3152.0
2000,India,Italy,726.0
2000,India,Brazil,192.0
2000,France,Germany,55122.0
2000,China,United Stat,37045.0
2000,France,United Stat,24557.0
2000,India,Spain,142.0
2000,Japan,France,6410.0
2000,China,Germany,14276.0
2000,United Stat,China,119417.0
2000,Spain,Brazil,1149.0
2000,Spain,Japan,3348.0
2000,Russia,Brazil,388.0
2000,Germany,France,47915.0
2000,India,China,2292.0
2000,Brazil,France,2075.0
2000,Germany,United Stat,42791.0
2000,Japan,Italy,5313.0
2000,India,Germany,1780.0
2000,Spain,China,4052.0
2000,Italy,Brazil,2373.0
2000,China,Japan,68849.0
2000,Japan,United Stat,72514.0
2000,United Stat,France,30084.0
2000,Japan,China,56847.0
2000,Germany,India,2236.0
2001,Spain,Italy,11964.0
2001,Italy,Russia,7646.0
2001,Italy,United Stat,11465.0
2001,India,Spain,220.0
2001,Spain,China,4202.0
2001,Russia,China,1625.0
2001,Russia,Brazil,918.0
2001,Japan,France,6183.0
2001,Italy,Germany,41313.0
2001,Italy,Brazil,2055.0
2001,Spain,France,24255.0
2001,India,Russia,765.0
2001,Japan,Russia,3854.0
2001,Japan,United Stat,63713.0
2001,Germany,United Stat,40710.0
2001,France,Russia,4470.0
2001,Germany,Italy,31938.0
2001,India,United Stat,4141.0
2001,India,Brazil,314.0
2001,Japan,Spain,1295.0
2001,China,Italy,6740.0
2001,Japan,Brazil,2542.0
2001,China,Spain,1172.0
2001,United Stat,Spain,5582.0
2001,Brazil,India,597.0
2001,China,India,3790.0
2001,Japan,Italy,5388.0
2001,India,Japan,2134.0
2001,Russia,Italy,1341.0
2001,Japan,Germany,12391.0
2001,Germany,Russia,13007.0
2001,Russia,Spain,486.0
2001,Spain,United Stat,5990.0
2001,Germany,France,46260.0
2001,United Stat,Japan,129708.0
2001,United Stat,Germany,60492.0
2001,Russia,India,541.0
2001,Germany,Japan,20251.0
2001,Germany,Brazil,3653.0
2001,Spain,India,770.0
2001,Brazil,United Stat,14342.0
2001,Japan,India,2212.0
2001,Brazil,China,1846.0
2001,France,China,8055.0
2001,India,Germany,2272.0
2001,China,Brazil,2819.0
2001,France,Brazil,2617.0
2001,France,India,1151.0
2001,Brazil,Japan,3370.0
2001,Spain,Japan,3062.0
2001,United Stat,Brazil,15259.0
2001,Russia,United Stat,3199.0
2001,Russia,Japan,813.0
2001,Spain,Russia,1764.0
2001,India,China,3416.0
2001,Brazil,Italy,2404.0
2001,France,Germany,61466.0
2001,United Stat,France,30984.0
2001,Italy,India,1492.0
2001,China,Germany,17532.0
2001,India,Italy,1017.0
2001,Germany,India,2240.0
2001,Russia,Germany,5716.0
2001,United Stat,Russia,6532.0
2001,Italy,Japan,5618.0
2001,India,France,1077.0
2001,Brazil,Russia,511.0
2001,Germany,China,20077.0
2001,China,Russia,8085.0
2001,Italy,Spain,9763.0
2001,France,Italy,28379.0
2001,Japan,China,59260.0
2001,China,United Stat,40392.0
2001,Italy,China,7088.0
2001,Spain,Germany,22774.0
2001,United Stat,India,10291.0
2001,United Stat,China,120747.0
2001,France,Japan,6562.0
2001,Brazil,Spain,1349.0
2001,China,France,7900.0
2001,United Stat,Italy,24954.0
2001,China,Japan,66192.0
2001,Germany,Spain,13986.0
2001,Brazil,France,2291.0
2001,France,Spain,21045.0
2001,Russia,France,1516.0
2001,Italy,France,25954.0
2001,France,United Stat,24174.0
2001,Brazil,Germany,5293.0
2001,Spain,Brazil,1232.0
2002,Russia,India,515.0
2002,France,Brazil,2174.0
2002,Russia,Brazil,949.0
2002,China,Spain,1357.0
2002,Germany,India,2380.0
2002,Russia,France,1880.0
2002,Italy,Russia,7493.0
2002,Spain,Italy,13266.0
2002,Spain,Japan,3166.0
2002,Germany,Italy,31795.0
2002,United Stat,Italy,25419.0
2002,United Stat,Russia,7146.0
2002,Spain,Russia,2486.0
2002,Japan,Italy,5432.0
2002,Spain,United Stat,5653.0
2002,France,Japan,6314.0
2002,Brazil,Spain,1073.0
2002,Brazil,Russia,470.0
2002,United Stat,France,29031.0
2002,France,Spain,22133.0
2002,France,Germany,63642.0
2002,France,India,1200.0
2002,China,India,4827.0
2002,Brazil,United Stat,11482.0
2002,Japan,Brazil,2668.0
2002,Japan,Russia,3276.0
2002,United Stat,India,12450.0
2002,Spain,Brazil,1264.0
2002,Brazil,Italy,1938.0
2002,Germany,Spain,14880.0
2002,United Stat,China,144573.0
2002,United Stat,Germany,63884.0
2002,India,Germany,2310.0
2002,India,France,1032.0
2002,Spain,India,885.0
2002,India,Spain,175.0
2002,China,Germany,20491.0
2002,France,United Stat,22277.0
2002,China,Brazil,3534.0
2002,Japan,France,6533.0
2002,Germany,China,22287.0
2002,Japan,China,63231.0
2002,Italy,China,8290.0
2002,Germany,Russia,12362.0
2002,India,Japan,1914.0
2002,India,China,3525.0
2002,United Stat,Brazil,16722.0
2002,Russia,China,2392.0
2002,Italy,Japan,5009.0
2002,Russia,Italy,2205.0
2002,Brazil,France,1922.0
2002,India,United Stat,4129.0
2002,Spain,China,4748.0
2002,Spain,Germany,25528.0
2002,Italy,Brazil,2041.0
2002,Germany,United Stat,37803.0
2002,China,Italy,7275.0
2002,Italy,Germany,43208.0
2002,Germany,France,46543.0
2002,Japan,Spain,1129.0
2002,Brazil,Germany,4838.0
2002,Brazil,Japan,2582.0
2002,Japan,United Stat,58589.0
2002,China,Russia,8590.0
2002,Japan,Germany,12437.0
2002,Brazil,India,631.0
2002,China,Japan,79092.0
2002,United Stat,Japan,124633.0
2002,France,China,8618.0
2002,France,Russia,4789.0
2002,Germany,Japan,18083.0
2002,Italy,India,1493.0
2002,Russia,Germany,6508.0
2002,Russia,Spain,572.0
2002,Brazil,China,2038.0
2002,Italy,United Stat,11819.0
2002,Germany,Brazil,3579.0
2002,Italy,Spain,11146.0
2002,India,Brazil,315.0
2002,Japan,India,2090.0
2002,India,Russia,578.0
2002,India,Italy,785.0
2002,China,United Stat,39968.0
2002,Russia,United Stat,2923.0
2002,Italy,France,27478.0
2002,United Stat,Spain,6063.0
2002,Spain,France,26232.0
2002,China,France,7040.0
2002,Russia,Japan,974.0
2002,France,Italy,28969.0
2003,France,Italy,36389.0
2003,India,Russia,868.0
2003,Germany,Spain,18430.0
2003,France,Germany,78101.0
2003,United Stat,Italy,26665.0
